year,pop,inc100k,prev100k,mort100k,mort100klo,mort100khi
2010,20758779,66,108,5.9,4.7,7.2
2011,20925532,66,108,5.9,4.7,7.2
2012,21098099,66,109,5.9,4.7,7.2
1990,25773020,170,386,44,17,84
1991,26539208,167,360,40,16,75
1992,27360740,166,342,37,15,68
1993,28220914,163,324,34,14,62
1994,29094529,160,307,32,13,58
1995,29963988,158,296,30,13,55
1996,30824141,154,288,29,13,53
1997,31682982,152,284,29,12,54
1998,32551853,149,281,30,12,54
1999,33447666,147,272,28,12,52
2000,34382782,144,262,27,12,49
2001,35359265,142,253,26,11,47
2002,36373247,140,246,25,11,46
2003,37423884,137,239,25,11,44
2004,38508752,135,235,24,10,43
2005,39625222,133,226,24,10,42
2006,40774428,129,219,22,9.5,40
2007,41954986,126,217,22,9.6,40
2008,43158451,124,217,22,9.6,40
2009,44373749,121,213,22,9.4,39
2010,45592931,119,210,22,9.4,40
2011,36430923,117,209,22,9.3,40
2012,37195349,114,207,22,9,40
1990,406764,63,129,6.7,4.6,9.2
1991,412884,71,144,3.9,2.8,5.2
1992,418700,78,154,3.1,1.9,4.5
1993,424326,84,158,3.3,1.9,5
1994,429968,88,160,3.4,1.8,5.5
1995,435776,92,157,3.6,1.7,6.2
1996,441734,94,154,4.8,2.9,7.1
1997,447771,95,149,1.3,0.77,1.9
1998,453920,94,144,3.2,2.3,4.3
1999,460215,91,136,1.6,1.3,2
2000,466668,86,128,1.2,0.98,1.5
2001,473312,82,121,2.3,1.9,2.8
2002,480099,76,112,1.4,1.2,1.6
2003,486867,71,106,2.5,2.1,2.9
2004,493394,67,100,1.3,1.1,1.5
2005,499523,63,94,1.7,1.5,1.9
2006,505186,59,88,1.5,1.3,1.7
2007,510433,56,82,1.7,1.5,1.9
2008,515372,52,77,3,2.7,3.2
2009,520173,49,71,2.9,2.5,3.2
2010,524960,46,66,2.6,2.3,2.9
2011,529761,44,62,2.6,2.3,2.9
2012,534541,41,58,2.6,2.3,2.9
1990,862728,267,397,36,5.9,93
1991,887248,264,378,35,7,84
1992,907947,261,351,31,6.1,76
1993,926224,269,333,28,5.8,69
1994,944223,294,336,27,5.9,65
1995,963428,337,357,28,6.8,64
1996,984506,397,384,29,5.3,71
1997,1006760,472,416,29,3.6,81
1998,1028694,568,455,30,2.4,93
1999,1048151,685,515,33,1.3,113
2000,1063715,803,573,34,0.74,129
2001,1074761,911,624,36,0.41,147
2002,1082183,1000,668,37,0.29,159
2003,1087929,1072,691,36,0.09,170
2004,1094758,1120,673,32,0.01,176
2005,1104642,1147,666,29,0,177
2006,1118253,1171,696,30,0,182
2007,1134977,1198,737,34,0.01,187
2008,1153929,1227,749,36,0.01,192
2009,1173678,1257,757,37,0.02,194
2010,1193148,1287,751,39,0.03,196
2011,1212159,1317,870,56,1.3,208
2012,1230985,1349,907,63,2.5,219
1990,8559107,7.5,10,0.7,0.7,0.71
1991,8616535,7,8.9,0.49,0.49,0.49
1992,8677787,8.1,12,0.5,0.49,0.5
1993,8737500,8.1,12,0.5,0.5,0.51
1994,8788696,7,9.6,0.37,0.37,0.37
1995,8826720,7.3,11,0.27,0.27,0.28
1996,8849420,6.5,8.7,0.44,0.44,0.45
1997,8859106,5.9,7.8,0.44,0.44,0.45
1998,8861204,5.8,7.9,0.4,0.39,0.4
1999,8863595,6.2,9.3,0.38,0.38,0.39
2000,8872284,5.4,7.5,0.2,0.2,0.21
2001,8888444,5.1,6.8,0.3,0.29,0.3
2002,8911156,4.8,6.1,0.23,0.23,0.24
2003,8941754,5.1,6.7,0.18,0.18,0.18
2004,8981282,5.5,7.5,0.18,0.18,0.18
2005,9030163,6.9,11,0.17,0.16,0.17
2006,9089677,6.2,8.7,0.19,0.18,0.19
2007,9159155,5.8,7.3,0.26,0.26,0.27
2008,9234561,6.4,8.7,0.19,0.18,0.19
2009,9310295,7.7,12,0.19,0.19,0.2
2010,9382297,7.6,11,0.15,0.14,0.15
2011,9448965,6.6,8.4,0.14,0.14,0.15
2012,9511313,7.2,9.6,0.14,0.13,0.14
1990,6673920,22,31,1.3,1.3,1.3
1991,6739995,19,27,1.2,1.2,1.2
1992,6814186,17,22,1.1,1.1,1.1
1993,6890300,16,20,0.81,0.81,0.82
1994,6959860,15,21,0.65,0.65,0.66
1995,7017042,14,18,0.67,0.66,0.68
1996,7059633,12,16,0.61,0.6,0.62
1997,7090176,12,17,0.6,0.59,0.61
1998,7113505,12,18,0.45,0.44,0.45
1999,7136813,12,17,0.39,0.38,0.39
2000,7165581,9.3,12,0.48,0.47,0.49
2001,7200783,8.8,11,0.34,0.33,0.35
2002,7241511,9.4,13,0.33,0.33,0.34
2003,7289079,9,13,0.24,0.24,0.25
2004,7344597,8.6,12,0.23,0.22,0.23
2005,7408608,8,11,0.29,0.29,0.3
2006,7482167,7.3,9.6,0.33,0.32,0.33
2007,7564712,6.4,7.6,0.22,0.21,0.22
2008,7653062,7,9.3,0.27,0.27,0.27
2009,7742768,7.5,11,0.19,0.18,0.19
2010,7830534,7.5,11,0.25,0.24,0.25
2011,7915200,7.6,11,0.22,0.22,0.23
2012,7997399,6,7.1,0.22,0.21,0.22
1990,12451539,61,86,7.8,2.2,17
1991,12818302,57,82,7.5,2.2,16
1992,13187960,54,78,7.1,2.3,15
1993,13562742,51,73,6.8,2.2,14
1994,13945646,49,69,6.3,2.4,12
1995,14338240,46,65,5.9,2.6,11
1996,14746306,43,60,5.4,2.4,9.6
1997,15168523,41,56,4.8,2.1,8.7
1998,15591261,39,51,4.3,2.2,7.2
1999,15995760,37,47,3.9,2.1,6.2
2000,16371208,35,43,3.4,1.7,5.7
2001,16700984,33,40,3,1.5,5.1
2002,16994676,31,37,2.9,1.4,4.9
2003,17298476,29,36,2.8,1.5,4.5
2004,17676012,28,34,2.7,1.3,4.5
2005,18167367,26,33,2.6,1.2,4.4
2006,18804914,25,31,2.5,1,4.5
2007,19561477,24,30,2.4,1.1,4.2
2008,20346056,22,28,2.3,0.98,4.2
2009,21031546,21,27,2.2,0.99,4
2010,21532647,20,26,2.2,0.99,3.9
2011,21804363,19,25,2.2,0.98,3.8
2012,21889682,18,24,2.1,0.96,3.7
1990,5297286,70,115,5.7,4,7.7
1991,5417554,84,160,6.9,4.9,9.2
1992,5523207,99,205,8.1,6,10
1993,5616797,115,248,9.4,7.6,11
1994,5702611,132,291,11,8.1,14
1995,5784330,148,332,12,8.5,16
1996,5862347,166,372,14,8.6,20
1997,5937177,185,414,15,9.2,22
1998,6012933,201,444,16,9.7,25
1999,6094661,213,465,17,10,26
2000,6186152,220,476,18,10,28
2001,6289340,221,469,18,11,26
2002,6404118,218,448,18,12,24
2003,6529609,214,431,17,12,24
2004,6663929,208,408,17,12,23
2005,6805655,200,382,16,12,21
2006,6954522,195,362,16,11,22
2007,7111025,192,350,16,11,22
2008,7275252,190,341,16,11,21
2009,7447396,190,338,15,11,21
2010,7627326,191,340,16,11,21
2011,7814850,193,350,16,11,22
2012,8008990,,,,,
1990,56582726,138,227,20,8.6,35
1991,57184324,132,215,18,7.9,32
1992,57661001,130,215,17,7.6,31
1993,58069612,129,216,17,7.6,31
1994,58491145,129,216,18,7.7,33
1995,58983954,130,217,19,8,34
1996,59562136,134,228,21,8.7,38
1997,60206941,142,246,24,9.8,44
1998,60903042,150,260,27,11,50
1999,61623143,161,276,29,12,55
2000,62343379,171,286,31,13,59
2001,63069070,173,285,31,13,58
2002,63797841,174,280,30,12,55
2003,64488338,171,271,28,12,51
2004,65087400,164,254,26,11,47
2005,65559487,154,236,23,10,42
2006,65883961,147,222,21,9.2,38
2007,66076927,141,208,19,8.5,35
2008,66185340,139,202,18,8.1,33
2009,66277335,132,187,17,7.3,30
2010,66402316,128,179,16,6.8,28
2011,66576332,124,168,14,6.2,26
2012,66785001,119,159,14,5.8,25
1990,2009710,81,167,8.4,7.9,9
1991,2004813,76,136,4.8,4.5,5.2
1992,1993080,71,108,11,10,12
1993,1978999,66,84,7,6.4,7.5
1994,1968851,62,71,5.8,5.4,6.2
1995,1967013,58,81,5.1,4.8,5.4
1996,1975207,54,84,6.4,6,6.8
1997,1991687,51,81,6.4,6,6.8
1998,2013117,47,77,5.4,5.1,5.7
1999,2034487,44,70,5.8,5.5,6.2
2000,2052129,41,61,10,9.6,11
2001,2065098,39,53,4.5,4.3,4.7
2002,2074441,36,47,3.8,3.6,4
2003,2080866,34,41,4.1,3.9,4.3
2004,2085728,32,36,3.1,2.9,3.3
2005,2090044,30,33,3.2,3.1,3.3
2006,2093801,28,31,3,2.9,3.1
2007,2096620,26,29,2.8,2.7,2.9
2008,2098769,24,27,2.3,2.2,2.4
2009,2100558,23,26,0.91,0.87,0.94
2010,2102216,21,26,1.6,1.6,1.7
2011,2103890,20,25,1.1,1.1,1.2
2012,2105575,18,26,0.82,0.77,0.87
2002,899367,498,817,84,36,154
2003,933369,498,759,73,32,132
2004,966987,498,726,68,30,122
2005,995619,498,722,67,29,121
2006,1018013,498,766,75,32,135
2007,1035706,498,789,79,34,144
2008,1050244,498,753,73,31,131
2009,1064191,498,687,61,27,109
2010,1079450,498,666,57,26,102
2011,1096293,498,689,62,28,109
2012,1114106,498,758,74,33,132
1990,3787602,47,71,6.1,2.7,11
1991,3887716,49,75,6.5,2.9,12
1992,3985364,51,79,7,3.1,13
1993,4082422,53,84,7.7,3.4,14
1994,4181481,55,88,8.1,3.5,15
1995,4284497,58,92,8.7,3.8,16
1996,4392177,61,96,9.3,4,17
1997,4504291,64,101,10,4.3,18
1998,4620710,66,105,11,4.5,19
1999,4740974,69,110,11,4.8,21
2000,4864753,72,114,12,5,22
2001,4992225,74,116,12,5.1,23
2002,5123674,76,115,12,5.1,22
2003,5258956,77,113,12,5,21
2004,5397851,77,110,11,4.8,20
2005,5540214,77,107,10,4.5,19
2006,5685845,76,104,9.8,4.3,18
2007,5834806,74,100,9.3,4.1,17
2008,5987491,73,98,8.9,3.9,16
2009,6144457,69,90,8.2,3.6,15
2010,6306014,73,99,8.5,3.7,15
2011,6472304,73,102,8.6,3.8,15
2012,6642928,73,104,8.7,3.8,15
1990,1609,72,85,6.4,2,13
1991,1583,65,78,6,1.6,13
1992,1558,59,71,5.6,1.3,13
1993,1538,52,66,5.3,0,31
1994,1524,45,60,5.1,0,28
1995,1520,39,54,4.9,0.02,22
1996,1529,33,50,4.8,0.02,21
1997,1548,27,46,4.8,0.11,18
1998,1566,22,42,4.8,0.27,16
1999,1571,17,38,4.6,0.46,13
2000,1552,13,32,4.1,0.57,11
2001,1504,9.1,23,2.9,0.4,7.8
2002,1434,5.8,14,1.9,0.26,5
2003,1351,3,7.4,0.95,0.13,2.6
2004,1272,0.53,1.3,0.17,0.02,0.46
2005,1210,0,0.26,0.02,0,0.1
2006,1167,0,0.57,0.04,0,0.11
2007,1141,0,0.27,0.02,0,0.1
2008,1130,0,,0,0,0.06
2009,1129,0,,0,0,0.06
2010,1135,0,,0,0,0.06
2011,1148,0,,0,0,0.06
2012,1169,0,,0,0,0.06
1990,95165,38,59,5.9,2.7,10
1991,95321,37,56,5.5,2.6,9.5
1992,95443,36,53,5.1,2.1,9.5
1993,95560,35,51,4.8,1.7,9.4
1994,95712,34,49,4.5,2,7.9
1995,95928,33,46,4.2,2,7.3
1996,96218,32,45,4,1.8,7.2
1997,96574,31,44,3.9,1.8,7
1998,96991,30,42,3.8,1.3,7.8
1999,97457,29,41,3.7,1.6,6.7
2000,97962,28,39,3.6,1.4,6.8
2001,98504,27,38,3.4,1.8,5.6
2002,99083,26,36,3.3,1,7
2003,99691,25,35,3.2,1.5,5.6
2004,100319,24,34,3.1,1.6,5.2
2005,100960,22,32,3,1.3,5.5
2006,101617,21,31,2.9,1.2,5.4
2007,102289,20,32,2.8,0.89,5.9
2008,102947,19,31,2.7,1.1,5.1
2009,103557,18,29,2.7,1.1,4.9
2010,104098,17,28,2.6,1,5
2011,104554,16,27,2.6,1,4.9
2012,104941,14,26,2.5,1.1,4.6
1990,1221904,11,17,2.6,2.5,2.7
1991,1229906,13,20,3.1,2.9,3.3
1992,1237486,13,18,1.6,1.5,1.6
1993,1244410,10,14,1.9,1.9,2
1994,1250316,12,15,0.84,0.83,0.85
1995,1255001,15,19,2.7,2.7,2.7
1996,1258365,19,25,2.8,2.8,2.8
1997,1260677,24,35,3.3,3.3,3.3
1998,1262544,18,22,3,3,3
1999,1264781,14,17,2.2,2.2,2.2
2000,1267980,18,23,1.9,1.9,2
2001,1272347,19,24,1.3,1.3,1.3
2002,1277723,12,14,1.9,1.8,1.9
2003,1283868,13,14,1.7,1.7,1.7
2004,1290379,16,19,1.5,1.5,1.5
2005,1296933,15,15,1.4,1.4,1.4
2006,1303478,20,27,3.4,3.3,3.4
2007,1310040,19,22,1.2,1.2,1.2
2008,1316449,24,31,1.6,1.6,1.6
2009,1322518,24,29,2.1,2.1,2.1
2010,1328095,19,20,2.1,2.1,2.1
2011,1333082,19,20,2.1,2.1,2.1
2012,1337439,24,28,2.1,2.1,2.1
1990,8135302,29,39,2.9,1.6,4.6
1991,8319297,30,41,3.1,1.7,4.9
1992,8499285,30,42,3.2,1.8,5.1
1993,8672158,31,43,3.3,1.8,5.2
1994,8834117,31,43,3.3,1.8,5.3
1995,8982649,31,43,3.3,1.8,5.3
1996,9116617,30,42,3.2,1.8,5.1
1997,9237249,29,40,3.1,1.7,4.9
1998,9347451,27,38,3,1.6,4.7
1999,9451481,26,36,2.8,1.5,4.4
2000,9552776,25,35,2.7,1.5,4.3
2001,9652120,24,34,2.7,1.4,4.2
2002,9749636,24,33,2.6,1.4,4.1
2003,9847323,23,32,2.5,1.4,4
2004,9947369,23,32,2.5,1.4,4
2005,10051352,23,33,2.5,1.4,4
2006,10160243,24,34,2.6,1.4,4.2
2007,10273932,25,35,2.7,1.5,4.3
2008,10391460,25,36,2.8,1.5,4.4
2009,10511204,27,37,2.8,1.6,4.5
2010,10631830,28,39,2.9,1.6,4.7
2011,10753073,30,41,3.1,1.7,4.8
2012,10874915,31,41,2.9,1.6,4.6
1990,53994605,52,51,6.2,1.4,14
1991,54911233,53,51,5.4,1.3,12
1992,55815175,52,50,4.7,1.3,10
1993,56713073,50,50,4.6,1.4,9.8
1994,57613441,47,56,4.9,1.6,10
1995,58522320,45,58,4,1.5,7.8
1996,59442502,39,56,3.5,1.2,7
1997,60372413,49,56,3.2,1.2,6.1
1998,61308204,48,49,3,1.2,5.5
1999,62243779,41,47,2.7,1.3,4.7
2000,63174483,33,45,3.2,1.3,5.8
2001,64100297,31,42,2.7,1.2,4.9
2002,65022300,32,38,2.2,1,4
2003,65938265,31,34,1.8,0.89,3.1
2004,66845635,30,30,1.1,0.5,1.8
2005,67743052,34,28,1.5,0.86,2.2
2006,68626337,33,26,1,0.65,1.5
2007,69496513,31,25,1.1,0.68,1.6
2008,70363511,29,25,1.2,0.75,1.7
2009,71241080,27,25,0.9,0.6,1.2
2010,72137546,25,24,0.76,0.53,1
2011,73058638,24,24,0.64,0.47,0.83
2012,73997128,22,23,0.52,0.41,0.65
1990,3668000,95,152,13,11,16
1991,3772350,107,186,14,12,17
1992,3881973,120,218,16,13,19
1993,3991917,133,248,17,14,20
1994,4095512,145,277,18,15,22
1995,4188010,157,302,20,17,23
1996,4267690,169,326,22,19,25
1997,4335991,182,351,24,20,27
1998,4395293,192,371,26,22,29
1999,4449427,201,387,27,18,39
2000,4501419,209,400,28,18,40
2001,4551762,211,404,28,18,41
2002,4600171,208,398,28,18,40
2003,4648037,199,383,27,17,38
2004,4696876,188,364,25,16,36
2005,4747839,175,333,23,15,33
2006,4801595,159,297,21,13,30
2007,4858236,145,264,19,12,26
2008,4917543,131,233,16,11,23
2009,4978962,117,199,14,9.1,20
2010,5041995,103,166,12,7.7,17
2011,5106668,89,133,9.9,6.4,14
2012,5172931,75,99,8.4,5,13
1990,11550,0,,0,0,0
1991,12205,0,,0,0,0
1992,12970,0,11,0,0,0
1993,13793,0,25,0,0,0
1994,14597,18,37,0,0,0
1995,15334,36,47,0,0,0
1996,15967,55,64,0,0,0
1997,16527,73,98,6.3,6.2,6.5
1998,17114,91,137,7.1,6.4,7.9
1999,17866,109,189,5.9,5.7,6
2000,18876,63,86,6.1,5.7,6.6
2001,20186,17,47,6.1,5.4,6.8
2002,21740,16,39,5.3,4.9,5.8
2003,23412,29,37,4.8,4.5,5.1
2004,25025,29,45,4.5,4.2,4.7
2005,26450,29,47,3.9,3.9,4
2006,27642,29,47,3.9,3.8,4.1
2007,28638,27,42,4.3,3.8,4.7
2008,29481,26,37,3.6,3.5,3.7
2009,30247,24,31,3.5,3.4,3.7
2010,30993,22,24,3.5,3.4,3.7
2011,31726,33,47,3.5,3.4,3.7
2012,32427,28,32,3.5,3.4,3.7
1990,9004,536,921,98,27,212
1991,9056,515,863,90,16,226
1992,9103,494,814,84,14,217
1993,9148,475,772,79,13,203
1994,9188,456,740,76,21,164
1995,9227,437,711,73,5.1,227
1996,9264,420,691,71,9.3,195
1997,9298,403,681,72,15,173
1998,9334,387,669,71,19,157
1999,9374,372,649,70,23,143
2000,9419,357,626,68,19,146
2001,9471,343,604,65,18,142
2002,9530,329,574,62,20,127
2003,9590,316,538,57,3.6,181
2004,9646,303,504,53,9.2,133
2005,9694,291,480,50,15,105
2006,9732,279,460,47,17,93
2007,9764,230,343,33,14,59
2008,9788,217,315,29,13,53
2009,9808,229,348,34,15,61
2010,9827,178,222,18,7.3,33
2011,9844,152,176,12,3.8,24
2012,9860,241,377,37,16,68
1990,17534839,624,492,50,0.01,273
1991,18156095,610,470,46,0.01,263
1992,18788440,594,450,44,0,253
1993,19430461,578,440,42,0,243
1994,20081152,560,430,41,0,233
1995,20740726,542,429,40,0.01,223
1996,21407693,523,419,39,0.02,209
1997,22084527,502,412,39,0.03,198
1998,22780451,478,402,38,0.06,184
1999,23507800,453,394,37,0.12,169
2000,24275641,427,380,35,0.23,151
2001,25088033,400,362,33,0.39,134
2002,25943441,374,349,31,0.7,117
2003,26838428,350,332,29,0.98,103
2004,27766986,326,311,27,1.4,90
2005,28724869,304,305,26,2.3,79
2006,29711397,283,289,25,2.9,69
2007,30728747,263,253,21,2.5,58
2008,31778799,244,234,19,2.6,50
2009,32864328,226,222,18,3.2,44
2010,33987213,209,207,16,3,40
2011,35148064,193,192,15,2.7,36
2012,36345860,179,175,13,2.3,33
1990,51658594,45,65,9.6,9.2,10
1991,51678509,50,83,9.7,9.1,10
1992,51647501,55,97,11,10,11
1993,51555398,61,110,11,11,12
1994,51390495,68,123,12,11,12
1995,51146967,74,135,15,15,16
1996,50821019,82,148,17,17,18
1997,50421998,90,163,18,18,18
1998,49974187,97,172,17,16,17
1999,49510626,103,171,21,20,21
2000,49057226,108,164,23,23,23
2001,48620596,113,161,23,23,24
2002,48200504,117,161,21,21,22
2003,47807199,120,158,23,22,23
2004,47450472,121,158,24,23,24
2005,47135932,121,159,25,25,26
2006,46871328,120,161,22,22,23
2007,46653183,117,158,22,22,23
2008,46461350,112,152,22,22,23
2009,46267306,110,152,18,18,18
2010,46050220,105,149,16,16,16
2011,45802721,99,144,16,15,16
2012,45529944,93,137,13,13,14
1990,1806498,12,22,0.95,0,6.1
1991,1908002,12,22,0.95,0,6.1
1992,2012977,12,22,0.95,0,6.1
1993,2121143,12,22,0.95,0,6.1
1994,2232159,12,22,0.95,0,6.1
1995,2346305,12,22,0.95,0,6.1
1996,2470810,12,22,0.95,0,6.1
1997,2608993,12,22,0.95,0,6.1
1998,2753498,12,22,0.95,0,6.1
1999,2893648,12,22,0.95,0,6.1
2000,3026352,12,22,0.95,0,6.1
2001,3132104,4.7,5.4,0.19,0,0.8
2002,3223969,5.6,9.4,0.41,0,2.5
2003,3369254,6.9,14,0.65,0,4.6
2004,3658658,5,10,0.47,0,3.4
2005,4148883,5,11,0.49,0,3.6
2006,4875639,3.7,7.4,0.34,0,2.3
2007,5797347,3.3,6.6,0.3,0,2.1
2008,6798635,2.7,5.2,0.23,0,1.6
2009,7718319,3,6.2,0.27,0,1.9
2010,8441537,3.1,6.2,0.26,0,1.8
2011,8925096,2.3,4.2,0.17,0,1.1
2012,9205651,1.7,2.4,0.1,0,0.49
1990,57214478,12,15,0.78,0.77,0.78
1991,57367467,12,16,1.2,1.2,1.2
1992,57520270,12,17,0.83,0.83,0.84
1993,57674335,13,18,0.86,0.86,0.87
1994,57832501,12,16,0.84,0.83,0.85
1995,57997197,12,16,0.88,0.87,0.89
1996,58168519,12,16,0.84,0.83,0.86
1997,58346633,12,17,1.1,1.1,1.2
1998,58534306,12,16,1.3,1.3,1.3
1999,58735006,12,16,0.77,0.76,0.78
2000,58951444,12,16,0.73,0.72,0.74
2001,59183774,11,14,0.69,0.68,0.7
2002,59431937,13,18,0.72,0.71,0.73
2003,59697954,13,18,0.73,0.72,0.74
2004,59984118,13,17,0.66,0.65,0.68
2005,60291414,15,21,0.64,0.63,0.65
2006,60620907,15,21,0.68,0.67,0.69
2007,60970360,15,19,0.56,0.55,0.57
2008,61333257,15,20,0.63,0.62,0.64
2009,61700797,16,23,0.57,0.56,0.57
2010,62066350,14,18,0.52,0.52,0.53
2011,62426923,15,20,0.54,0.54,0.55
2012,62783115,15,20,0.54,0.54,0.55
1990,25484814,226,368,39,15,74
1991,26337403,226,336,34,13,65
1992,27236099,226,309,30,11,58
1993,28157055,226,287,27,9.9,52
1994,29067333,226,268,24,8.5,47
1995,29944302,226,254,21,7.3,43
1996,30780453,226,241,19,6.2,40
1997,31586039,226,231,18,5.3,38
1998,32378333,228,228,17,5,36
1999,33183093,232,230,17,5.2,35
2000,34020512,236,234,17,5.6,35
2001,34895398,239,239,17,6.3,34
2002,35806497,239,241,18,6.9,33
2003,36760831,235,238,17,7.3,32
2004,37765139,225,226,16,7.2,29
2005,38824384,213,211,15,6.9,25
2006,39942347,200,198,14,6.7,23
2007,41119693,192,195,13,7,22
2008,42353790,190,201,14,7.6,23
2009,43639752,183,193,14,7.3,22
2010,44973330,177,190,14,7.4,22
2011,46354607,169,183,13,7.1,21
2012,47783107,165,176,13,6.8,21
1990,254506647,12,15,1,0.99,1
1991,257076988,12,16,0.69,0.68,0.7
1992,259652287,12,16,0.67,0.67,0.68
1993,262290373,11,15,0.64,0.63,0.64
1994,265070064,11,14,0.57,0.56,0.58
1995,268039654,9.8,13,0.51,0.5,0.52
1996,271231546,9,12,0.46,0.45,0.46
1997,274606475,8.3,11,0.44,0.43,0.44
1998,278053607,7.6,9.9,0.83,0.82,0.85
1999,281419130,7.2,9.5,0.34,0.34,0.35
2000,284594395,6.6,8.6,0.28,0.28,0.29
2001,287532638,6.4,8.5,0.28,0.27,0.28
2002,290270187,6,7.8,0.28,0.28,0.29
2003,292883010,5.8,7.7,0.25,0.25,0.26
2004,295487267,5.6,7.4,0.23,0.23,0.24
2005,298165797,5.4,7.2,0.22,0.21,0.22
2006,300942917,5.3,7,0.22,0.22,0.22
2007,303786752,5,6.7,0.18,0.18,0.18
2008,306657153,4.8,6.5,0.2,0.19,0.2
2009,309491893,4.3,5.5,0.19,0.18,0.19
2010,312247116,4.1,5.3,0.2,0.19,0.2
2011,314911752,3.8,5,0.15,0.14,0.16
2012,317505266,3.6,4.7,0.14,0.12,0.15
1990,3109941,33,48,2.7,2.5,3
1991,3131936,28,37,2.7,2.5,2.9
1992,3154657,25,33,2.7,2.5,2.8
1993,3177867,25,33,2.6,2.5,2.8
1994,3201235,24,32,1.9,1.9,2
1995,3224383,22,28,2.3,2.3,2.4
1996,3247585,25,35,2.3,2.2,2.4
1997,3270549,25,35,2.5,2.4,2.6
1998,3291677,23,31,2,1.9,2
1999,3308884,22,28,2.1,2,2.2
2000,3320841,22,29,2.1,2,2.2
2001,3326762,24,32,2.2,2.1,2.2
2002,3327500,19,21,2.1,2,2.2
2003,3325411,22,29,2,1.9,2.1
2004,3323822,25,35,2.1,2,2.2
2005,3325155,22,27,2,1.9,2.1
2006,3330217,19,21,1.9,1.9,2
2007,3338384,21,25,1.9,1.8,1.9
2008,3348898,24,30,1.2,1.2,1.3
2009,3360431,24,30,1.8,1.7,1.9
2010,3371982,24,29,1.6,1.5,1.7
2011,3383486,28,36,1.6,1.5,1.6
2012,3395253,27,34,1.5,1.4,1.6
1990,103253,4.5,5.6,3,3,3.1
1991,103613,4.4,5.2,2.9,2.9,2.9
1992,104342,6,7.4,2.8,2.8,2.8
1993,105293,8,12,2.7,2.6,2.7
1994,106241,11,18,2.5,2.5,2.5
1995,107018,4.3,7.3,2.4,2.4,2.4
1996,107589,8.6,12,2.3,2.3,2.3
1997,108002,7.7,9.9,0.94,0.93,0.94
1998,108271,7.7,9.9,2.8,2.8,2.8
1999,108431,7.7,9.9,2.8,2.8,2.8
2000,108511,7.7,9.9,2.8,2.8,2.8
2001,108511,7.7,9.8,0.94,0.93,0.95
2002,108422,7.7,9.9,0.94,0.93,0.95
2003,108259,7.7,9.9,0.95,0.94,0.97
2004,108034,7.7,9.9,0.95,0.94,0.96
2005,107768,7.7,9.9,0.94,0.94,0.95
2006,107458,7.7,9.9,0.95,0.94,0.96
2007,107116,7.7,9.9,0.96,0.95,0.97
2008,106788,7.7,9.9,0.96,0.94,0.97
2009,106530,7.7,9.9,0.96,0.94,0.97
2010,106382,7.7,9.9,0.96,0.94,0.97
2011,106364,7.7,9.9,0.96,0.94,0.97
2012,106462,7.7,9.9,0.96,0.94,0.97
1990,20555113,125,262,8.3,7.2,9.4
1991,21042262,138,295,8.6,7.6,9.6
1992,21534297,152,329,8.1,7.4,8.8
1993,22023116,167,369,9.4,8.5,10
1994,22498069,183,408,10,9.1,12
1995,22950898,200,447,12,10,13
1996,23381250,219,494,13,12,16
1997,23789736,241,548,14,12,17
1998,24170760,260,591,16,13,18
1999,24517962,276,627,16,14,18
2000,24828562,287,647,17,15,20
2001,25098636,288,642,18,15,21
2002,25334021,283,622,18,15,21
2003,25553928,273,590,17,14,20
2004,25784397,256,542,15,12,17
2005,26044401,233,485,14,12,15
2006,26340696,211,430,12,10,13
2007,26668950,189,379,10,9.3,11
2008,27023200,167,324,8.6,8.1,9.1
2009,27392784,144,274,7,6.9,7
2010,27769270,122,227,5.3,3.1,8.3
2011,28151746,101,183,3.7,2.1,5.8
2012,28541423,78,135,2.1,1.2,3.3
1990,146633,127,148,11,3.9,22
1991,150779,203,352,38,15,69
1992,155242,166,269,27,12,50
1993,159814,95,107,7.2,2.2,15
1994,164209,123,179,17,7.2,30
1995,168236,63,97,6.5,2.9,11
1996,171802,98,126,10,4.3,19
1997,175004,140,233,24,10,44
1998,178074,133,217,22,9.4,41
1999,181346,88,108,8.5,3.3,16
2000,185058,110,166,16,6.9,29
2001,189285,123,205,21,8.9,39
2002,193950,69,80,5.7,2,11
2003,198952,69,90,7.6,3.2,14
2004,204135,86,138,14,6,26
2005,209375,83,134,14,5.9,25
2006,214654,80,129,13,5.7,24
2007,220001,77,124,13,5.4,23
2008,225398,74,118,12,5.1,22
2009,230833,72,92,7.8,2.6,16
2010,236299,69,105,10,4.5,18
2011,241778,67,97,9.1,4.1,16
2012,247262,65,89,7.9,3.6,14
1990,19740786,35,53,4.3,4.2,4.4
1991,20218813,35,53,5.5,5.3,5.6
1992,20691641,35,54,7,6.7,7.3
1993,21160262,35,54,7.3,7,7.5
1994,21626607,35,53,3.8,3.7,4
1995,22092144,35,53,3.7,3.6,3.8
1996,22556838,35,52,3.5,3.4,3.6
1997,23020184,35,51,3.4,3.3,3.5
1998,23482700,34,51,3.3,3.2,3.4
1999,23945002,34,50,3.2,3.1,3.3
2000,24407553,34,50,2.7,2.7,2.8
2001,24870441,34,50,3.1,3,3.2
2002,25333622,34,49,2.7,2.7,2.8
2003,25797219,34,50,2.9,2.8,2.9
2004,26261326,34,50,2.8,2.7,2.8
