year,e_pop_num,e_prev_100k,e_inc_100k,
1990,11731193,327,189,
1991,12612043,359,189,
1992,13811876,387,189,
1993,15175325,412,189,
1994,16485018,431,189,
1995,17586073,447,189,
1996,18415307,461,189,
1997,19021226,469,189,
1998,19496836,474,189,
1999,19987071,465,189,
2000,20595360,449,189,
2001,21347782,431,189,
2002,22202806,416,189,
2003,23116142,396,189,
2004,24018682,380,189,
2005,24860855,369,189,
2006,25631282,360,189,
2007,26349243,354,189,
2008,27032197,350,189,
2009,27708187,348,189,
2010,28397812,350,189,
2011,29105480,352,189,
2012,29824536,358,189,
1990,3446882,36,24,
1991,3459763,35,24,
1992,3446858,34,24,
1993,3417280,33,24,
1994,3384367,33,24,
1995,3357858,32,24,
1996,3341043,32,24,
1997,3331317,32,24,
1998,3325456,36,26,
1999,3317941,41,27,
2000,3304948,30,23,
2001,3286084,26,21,
2002,3263596,31,23,
2003,3239385,29,21,
2004,3216197,30,21,
2005,3196130,27,20,
2006,3179573,25,18,
2007,3166222,22,17,
2008,3156608,22,17,
2009,3151185,24,17,
2010,3150143,24,17,
2011,3153883,23,17,
2012,3162083,22,16,
1990,26239708,112,66,
1991,26893663,102,62,
1992,27535151,98,61,
1993,28157560,119,70,
1994,28752749,113,69,
1995,29315463,110,68,
1996,29845208,128,76,
1997,30345466,138,81,
1998,30820435,118,74,
1999,31276295,129,79,
2000,31719449,148,87,
2001,32150198,139,84,
2002,32572977,142,86,
2003,33003442,146,88,
2004,33461345,143,87,
2005,33960903,156,93,
2006,34507214,150,90,
2007,35097043,150,90,
2008,35725377,138,85,
2009,36383302,147,89,
2010,37062820,151,90,
2011,37762962,152,90,
2012,38481705,152,89,
1990,47044,46,26,
1991,48379,11,8.3,
1992,49597,9.3,2.7,
1993,50725,16,10,
1994,51807,17,10,
1995,52874,21,12,
1996,53926,25,13,
1997,54942,29,15,
1998,55899,10,7.2,
1999,56768,16,9.4,
2000,57522,9.4,6.9,
2001,58176,8.9,6.8,
2002,58729,6.7,4.5,
2003,59117,7.6,6.6,
2004,59262,18,11,
2005,59117,23,13,
2006,58652,12,8.3,
2007,57919,8.1,6.1,
2008,57053,8.1,6,
2009,56245,11,7.9,
2010,55636,11,7.8,
2011,55274,12,7.8,
2012,55128,11,7.3,
1990,54511,62,49,
1991,56674,66,49,
1992,58904,51,41,
1993,61003,38,28,
1994,62707,66,44,
1995,63854,51,37,
1996,64274,40,30,
1997,64090,53,34,
1998,63799,23,14,
1999,64084,20,18,
2000,65399,31,21,
2001,68000,24,17,
2002,71639,13,8,
2003,75643,25,17,
2004,79060,12,10,
2005,81223,21,14,
2006,81877,29,17,
2007,81292,9.9,7.1,
2008,79969,9.5,5.8,
2009,78659,18,12,
2010,77907,14,10,
2011,77865,9,4.4,
2012,78360,21,13,
1990,10333844,378,205,
1991,10652727,401,209,
1992,11002758,424,214,
1993,11372156,439,218,
1994,11743432,451,222,
1995,12104952,458,226,
1996,12451945,459,231,
1997,12791388,456,236,
1998,13137542,450,240,
1999,13510616,441,245,
2000,13924930,421,250,
2001,14385283,405,255,
2002,14886574,393,260,
2003,15421075,370,265,
2004,15976715,359,270,
2005,16544376,347,276,
2006,17122409,353,281,
2007,17712824,362,287,
2008,18314441,373,292,
2009,18926650,389,298,
2010,19549124,411,304,
2011,20180490,447,310,
2012,20820525,474,316,
1990,8334,60,24,
1991,8668,56,24,
1992,8979,52,24,
1993,9266,50,24,
1994,9540,48,23,
1995,9807,47,23,
1996,10063,48,23,
1997,10305,50,23,
1998,10545,52,23,
1999,10797,54,23,
2000,11071,56,23,
2001,11371,56,22,
2002,11693,56,22,
2003,12023,55,22,
2004,12342,55,22,
2005,12637,54,22,
2006,12903,53,22,
2007,13145,52,22,
2008,13365,51,22,
2009,13571,51,21,
2010,13768,50,21,
2011,13956,50,21,
2012,14132,49,21,
1990,61906,2.8,1.9,
1991,62412,3.5,0,
1992,63434,22,11,
1993,64868,13,7.3,
1994,66550,4.7,3.6,
1995,68349,4.8,0,
1996,70245,6.2,4.9,
1997,72232,10,6.4,
1998,74206,9.9,6.2,
1999,76041,5.9,4.5,
2000,77648,9.3,5.9,
2001,78972,4.3,1.5,
2002,80030,9,5.7,
2003,80904,4.2,1.4,
2004,81718,6.9,4.9,
2005,82565,9.4,8.4,
2006,83467,3.8,5.5,
2007,84397,4.8,2.7,
2008,85349,4.8,1.3,
2009,86300,5.4,4,
2010,87233,5.3,9.2,
2011,88152,6.8,7.8,
2012,89069,4.8,3.9,
1990,32624874,102,60,
1991,33075194,95,57,
1992,33520803,89,55,
1993,33961947,83,53,
1994,34399343,79,51,
1995,34833168,74,49,
1996,35264070,70,47,
1997,35690778,67,45,
1998,36109342,64,44,
1999,36514558,62,42,
2000,36903067,59,40,
2001,37273361,57,39,
2002,37627545,54,37,
2003,37970411,51,36,
2004,38308779,49,35,
2005,38647854,48,33,
2006,38988923,46,32,
2007,39331357,45,31,
2008,39676083,43,30,
2009,40023641,42,28,
2010,40374224,40,27,
2011,40728738,38,26,
2012,41086927,36,25,
1990,3544695,28,18,
1991,3511912,33,21,
1992,3449497,38,24,
1993,3369673,44,29,
1994,3289943,51,33,
1995,3223173,59,38,
1996,3173425,67,43,
1997,3137652,76,49,
1998,3112958,84,54,
1999,3093820,89,58,
2000,3076098,93,61,
2001,3059960,101,65,
2002,3047002,107,69,
2003,3036032,111,73,
2004,3025652,114,75,
2005,3014917,118,77,
2006,3002911,118,77,
2007,2989882,114,76,
2008,2977488,110,73,
2009,2968154,102,69,
2010,2963496,92,62,
2011,2964120,79,55,
2012,2969081,79,52,
1990,62148,20,16,
1991,64623,20,16,
1992,68235,20,16,
1993,72498,20,16,
1994,76700,20,16,
1995,80326,20,16,
1996,83195,20,16,
1997,85447,20,16,
1998,87276,20,16,
1999,89004,20,16,
2000,90858,20,16,
2001,92894,20,16,
2002,94995,20,16,
2003,97015,20,16,
2004,98742,20,16,
2005,100031,20,16,
2006,100830,20,16,
2007,101219,20,16,
2008,101344,20,16,
2009,101418,20,16,
2010,101597,20,16,
2011,101932,20,16,
2012,102384,20,16,
1990,17096869,9.7,6.8,
1991,17321654,8.2,6.3,
1992,17528564,9,6.6,
1993,17724669,8.4,6.4,
1994,17920592,9.3,6.8,
1995,18124234,9.4,6.8,
1996,18339037,9.9,6.9,
1997,18563442,10,7.1,
1998,18794552,6.6,5.5,
1999,19027438,9.1,6.5,
2000,19259377,8.7,6.2,
2001,19487257,7.8,5.8,
2002,19714625,8.1,5.9,
2003,19953121,7,5.5,
2004,20218481,8.5,6.1,
2005,20520736,7.8,5.9,
2006,20865583,9.1,6.4,
2007,21246274,8.1,6.1,
2008,21645095,9,6.5,
2009,22037143,9.7,6.8,
2010,22404488,8.8,6.5,
2011,22740536,8.2,6.3,
2012,23050471,8.8,6.5,
1990,7670001,33,23,
1991,7726437,30,21,
1992,7797197,27,20,
1993,7872361,23,19,
1994,7938225,23,18,
1995,7985372,32,21,
1996,8009345,25,19,
1997,8014124,29,20,
1998,8009051,27,19,
1999,8007843,20,16,
2000,8020262,25,17,
2001,8049440,19,14,
2002,8091804,21,15,
2003,8142322,18,13,
2004,8193157,17,13,
2005,8238604,19,13,
2006,8277393,17,12,
2007,8311463,16,11,
2008,8342129,14,10,
2009,8371711,13,9.4,
2010,8401924,12,9,
2011,8432890,13,9.2,
2012,8463948,11,7.9,
1990,7216503,744,305,
1991,7332519,949,384,
1992,7450920,1145,458,
1993,7567156,1321,527,
1994,7675128,1475,587,
1995,7770806,1598,637,
1996,7852273,1704,678,
1997,7921745,1771,708,
1998,7984460,1795,719,
1999,8047936,1769,710,
2000,8117742,1693,682,
2001,8195427,1558,633,
2002,8279768,1386,567,
2003,8370169,1202,496,
2004,8465127,993,416,
2005,8563398,776,335,
2006,8665006,605,271,
2007,8770122,479,225,
2008,8877669,370,185,
2009,8986266,286,154,
2010,9094718,221,131,
2011,9202432,172,113,
2012,9308959,124,95,
1990,256338,22,21,
1991,261102,24,23,
1992,266097,29,27,
1993,271105,24,25,
1994,275820,34,33,
1995,280050,23,23,
1996,283678,23,24,
1997,286845,37,35,
1998,289926,29,30,
1999,293442,30,30,
2000,297759,34,32,
2001,303005,22,23,
2002,309039,17,16,
2003,315624,15,14,
2004,322400,20,19,
2005,329088,17,17,
2006,335622,24,21,
2007,342049,16,15,
2008,348340,18,16,
2009,354492,16,15,
2010,360498,10,9.9,
2011,366331,16,13,
2012,371960,11,9.9,
1990,495944,33,27,
1991,509645,46,32,
1992,522751,49,31,
1993,535711,38,24,
1994,549170,16,15,
1995,563730,14,8.8,
1996,579697,14,9.7,
1997,597400,15,8.7,
1998,617537,17,15,
1999,640913,39,26,
2000,668239,56,36,
2001,698749,39,31,
2002,732541,34,30,
2003,772058,54,39,
2004,820505,45,34,
2005,879534,48,37,
2006,950951,42,34,
2007,1032353,44,33,
2008,1116038,42,31,
2009,1191539,46,31,
2010,1251513,27,23,
2011,1292764,25,20,
2012,1317827,29,20,
1990,107385847,525,225,
1991,109934590,528,225,
1992,112430968,525,225,
1993,114897543,523,225,
1994,117369492,520,225,
1995,119869585,518,225,
1996,122400896,516,225,
1997,124945315,513,225,
1998,127478524,510,225,
1999,129966823,507,225,
2000,132383265,507,225,
2001,134729503,503,225,
2002,137006279,495,225,
2003,139185986,489,225,
2004,141235035,479,225,
2005,143135180,469,225,
2006,144868702,460,225,
2007,146457067,454,225,
2008,147969967,447,225,
2009,149503100,442,225,
2010,151125475,437,225,
2011,152862431,435,225,
2012,154695368,434,225,
1990,259336,2.6,2.2,
1991,260175,2.8,2.2,
1992,260963,4.1,2.6,
1993,261714,3.2,2.2,
1994,262441,2.3,1.8,
1995,263165,1.5,1.3,
1996,263884,1.4,1.3,
1997,264606,3.4,2.2,
1998,265370,5.1,3,
1999,266220,1.6,0.86,
2000,267190,2.1,1.3,
2001,268296,2.7,2.6,
2002,269524,3.1,2.1,
2003,270844,6.4,5.1,
2004,272205,11,8,
2005,273568,5.7,5.1,
2006,274923,3.6,2.1,
2007,276277,9,6.7,
2008,277634,2.7,1.2,
2009,279006,2.1,0.82,
2010,280396,2.8,2.5,
2011,281804,0.79,0,
2012,283221,1.8,1.6,
1990,10259860,51,34,
1991,10270813,61,42,
1992,10265144,71,49,
1993,10246346,81,56,
1994,10219676,91,62,
1995,10189075,106,68,
1996,10156258,116,74,
1997,10120556,126,80,
1998,10080772,132,84,
1999,10034775,132,85,
2000,9981460,130,84,
2001,9920173,125,82,
2002,9852866,117,77,
2003,9784111,112,74,
2004,9719991,111,73,
2005,9664714,109,72,
2006,9620359,108,71,
2007,9585368,107,71,
2008,9555801,106,70,
2009,9525785,107,70,
2010,9491070,107,70,
2011,9450391,107,70,
2012,9405097,108,70,
1990,9978241,26,18,
1991,10011073,23,17,
1992,10049941,19,15,
1993,10091158,24,17,
1994,10129627,25,17,
1995,10161914,21,16,
1996,10186767,21,15,
1997,10205970,19,14,
1998,10222896,17,14,
1999,10242449,15,13,
2000,10268380,20,14,
2001,10300775,21,15,
2002,10338969,19,13,
2003,10384953,15,12,
2004,10440977,17,12,
2005,10508080,16,12,
2006,10587731,15,11,
2007,10678058,13,10,
2008,10772572,13,10,
2009,10862441,15,11,
2010,10941288,15,11,
2011,11006632,14,10,
2012,11060095,13,9.7,
1990,187552,55,40,
1991,191368,52,40,
1992,194894,48,40,
1993,198420,45,40,
1994,202348,47,40,
1995,206962,49,40,
1996,212375,50,40,
1997,218484,52,40,
1998,225083,53,40,
1999,231860,53,40,
2000,238586,52,40,
2001,245198,51,40,
2002,251766,47,40,
2003,258346,43,40,
2004,265040,45,40,
2005,271920,48,40,
2006,278985,50,40,
2007,286196,51,40,
2008,293544,53,40,
2009,301016,53,40,
2010,308595,53,40,
2011,316280,52,40,
2012,324060,51,40,
1990,5001271,195,128,
1991,5182525,179,120,
1992,5378226,168,113,
1993,5582420,158,108,
1994,5786794,152,103,
1995,5985658,149,100,
1996,6176318,146,97,
1997,6361301,145,94,
1998,6546493,141,92,
1999,6740491,138,89,
2000,6949366,134,86,
2001,7174911,128,83,
2002,7414744,124,80,
2003,7665681,120,78,
2004,7922796,116,76,
2005,8182362,113,74,
2006,8443671,107,70,
2007,8707490,106,69,
2008,8973293,110,71,
2009,9240783,108,70,
2010,9509798,107,69,
2011,9779795,109,70,
2012,10050702,110,70,
1990,59798,3.9,0,
1991,60152,8.5,5.7,
1992,60485,13,7.6,
1993,60801,13,7.6,
1994,61106,13,7.5,
1995,61407,13,7.5,
1996,61703,3.6,0,
1997,61992,16,7.4,
1998,62276,1.3,0,
